Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate,Area (cm^2),Aspect,OilPainting,YearCreated,AspectString
70,Street Light,Giacomo Balla,311.0,c. 1910-11 (dated on painting 1909),Oil on canvas,"68 3/4 x 45 1/4"" (174.7 x 114.7 cm)",Hillman Periodicals Fund,7.1954,Painting,Painting & Sculpture,1954-04-06,Y,78382,,,,174.7,,,114.7,,"Italian, 1871–1958",Italian,male,1871.0,1958.0,20038.09,0.656554092730395,Y,1910,Portrait
71,Painting,Philip Guston,2419.0,1954,Oil on canvas,"63 1/4 x 60 1/8"" (160.6 x 152.7 cm)",Philip Johnson Fund,7.1956,Painting,Painting & Sculpture,1956-06-06,Y,78383,,,,160.6,,,152.7,,"American, born Canada. 1913–1980",American,male,1913.0,1980.0,24523.62,0.9508094645080946,Y,1954,Portrait
72,Construction,Richard Lindner,3559.0,1962,"Plastic mask, printed paper and cloth on painted wood panel","11 7/8 x 13 x 3 3/4"" (29.9 x 33 x 9.5 cm)",Philip Johnson Fund,7.1963,Painting,Painting & Sculpture,1963-01-08,Y,78384,,9.5,,29.9,,,33.0,,"American, born Germany. 1901–1978",American,male,1901.0,1978.0,986.6999999999999,1.1036789297658864,N,1962,Landscape
73,The Mosque,Ibrahim El-Salahi,5121.0,1964,Oil on canvas,"12 1/8 x 18 1/8"" (30.7 x 46 cm)",Elizabeth Bliss Parkinson Fund,7.1965,Painting,Painting & Sculpture,1965-01-12,Y,78385,,,,30.7,,,46.0,,"Sudanese, born 1930",Sudanese,male,1930.0,0.0,1412.2,1.498371335504886,Y,1964,Landscape
74,"One: Number 31, 1950",Jackson Pollock,4675.0,1950,Oil and enamel paint on canvas,"8' 10"" x 17' 5 5/8"" (269.5 x 530.8 cm)",Sidney and Harriet Janis Collection Fund (by exchange).  Conservation was made possible by the Bank of America Art Conservation Project,7.1968,Painting,Painting & Sculpture,1968-01-10,Y,78386,,,,269.5,,,530.8,,"American, 1912–1956",American,male,1912.0,1956.0,143050.59999999998,1.9695732838589979,Y,1950,Landscape
75,Soda,Georges Braque,744.0,"Paris, spring 1912",Oil on canvas,"14 1/4"" (36.2 cm) in diameter",Acquired through the Lillie P. Bliss Bequest (by exchange),8.1942,Painting,Painting & Sculpture,1942-01-27,Y,78387,,,,36.2,,,,,"French, 1882–1963",French,male,1882.0,1963.0,,,Y,1912,
76,The Red Studio,Henri Matisse,3832.0,"Issy-les-Moulineaux, fall 1911",Oil on canvas,"71 1/4"" x 7' 2 1/4"" (181 x 219.1 cm)",Mrs. Simon Guggenheim Fund,8.1949,Painting,Painting & Sculpture,1949-02-03,Y,78389,,,,181.0,,,219.1,,"French, 1869–1954",French,male,1869.0,1954.0,39657.1,1.2104972375690608,Y,1911,Landscape
77,"Family Portrait, II",Florine Stettheimer,5657.0,1933,Oil on canvas,"46 1/4 x 64 5/8"" (117.4 x 164 cm)",Gift of Miss Ettie Stettheimer,8.1956,Painting,Painting & Sculpture,1956-10-09,Y,78392,,,,117.4,,,164.0,,"American, 1871–1944",American,female,1871.0,1944.0,19253.600000000002,1.3969335604770017,Y,1933,Landscape
78,Target with Four Faces,Jasper Johns,2923.0,1955,Encaustic on newspaper and cloth over canvas surmounted by four tinted-plaster faces in wood box with hinged front,"Overall, with box open, 33 5/8 x 26 x 3"" (85.3 x 66 x 7.6 cm); canvas 26 x 26"" (66 x 66 cm); box (closed) 3 3/4 x 26 x 3 1/2"" (9.5 x 66 x 8.8 cm)",Gift of Mr. and Mrs. Robert C. Scull,8.1958,Painting,Painting & Sculpture,1958-02-19,Y,78393,,,,66.0,,,66.0,,"American, born 1930",American,male,1930.0,0.0,4356.0,1.0,N,1955,Square
79,"Hudson River School Series, 32",James Jarvaise,2894.0,1957,Oil on board,"60 1/8 x 48"" (152.5 x 121.9 cm)",Larry Aldrich Foundation Fund,8.1960,Painting,Painting & Sculpture,1960-02-10,Y,78394,,,,152.5,,,121.9,,"American, born 1925",American,male,1925.0,2015.0,18589.75,0.799344262295082,Y,1957,Portrait
80,The Yellow Star,Carl-Henning Pedersen,4535.0,1952,Oil and pencil on canvas,"48 7/8 x 40 1/2"" (124 x 102.8 cm)",Gift of G. David Thompson,8.1961,Painting,Painting & Sculpture,1961-01-10,Y,78395,,,,124.0,,,102.8,,"Danish, 1913–1993",Danish,male,1913.0,1993.0,12747.199999999999,0.8290322580645161,Y,1952,Portrait
81,B-171,Tadasky (Tadasuke Kuwayama),5776.0,1964,Synthetic polymer paint on canvas,"15 1/8 x 15 1/8"" (38.4 x 38.4 cm)",Given anonymously,8.1965,Painting,Painting & Sculpture,1965-01-12,Y,78396,,,,38.4,,,38.4,,"American, born Japan 1935",Japanese,male,1935.0,0.0,1474.56,1.0,N,1964,Square
82,Visa,Stuart Davis,1412.0,1951,Oil on canvas,"40 x 52"" (101.6 x 132.1 cm)",Gift of Mrs. Gertrud A. Mellon,9.1953,Painting,Painting & Sculpture,1953-01-30,Y,78397,,,,101.6,,,132.1,,"American, 1892–1964",American,male,1892.0,1964.0,13421.359999999999,1.3001968503937007,Y,1951,Landscape
83,Florida Bark,Ida E. Fischer,1882.0,1951,"Plaster and cement on board with bark, shells, corks, and other materials","16 x 12"" (40.7 x 30.5 cm)",Gift of the American Abstract Artists,9.1955,Painting,Painting & Sculpture,1955-04-06,Y,78398,,,,40.7,,,30.5,,"American, born Austria.1883–1956",American,female,1883.0,1956.0,1241.3500000000001,0.7493857493857493,N,1951,Portrait
84,Aru 6,Willi Baumeister,392.0,1955,Oil on board,"51 1/4 x 39 1/4"" (129.9 x 99.5 cm)",Given anonymously,9.1956,Painting,Painting & Sculpture,1956-03-19,Y,78399,,,,129.9,,,99.5,,"German, 1889–1955",German,male,1889.0,1955.0,12925.050000000001,0.7659738260200154,Y,1955,Portrait
85,Green Target,Jasper Johns,2923.0,1955,Encaustic on newspaper and cloth over canvas,"60 x 60"" (152.4 x 152.4 cm)",Richard S. Zeisler Fund,9.1958,Painting,Painting & Sculpture,1958-02-19,Y,78401,,,,152.4,,,152.4,,"American, born 1930",American,male,1930.0,0.0,23225.760000000002,1.0,N,1955,Square
86,Laocoön,Robert Goodnough,2242.0,1958,Oil and charcoal on canvas,"66 3/8 x 54 1/8"" (168.4 x 137.5 cm)",Given anonymously,9.1959,Painting,Painting & Sculpture,1959-03-02,Y,78402,,,,168.4,,,137.5,,"American, 1917–2010",American,male,1917.0,2010.0,23155.0,0.8165083135391924,Y,1958,Portrait
87,Running White,Ellsworth Kelly,3048.0,1959,Oil on canvas,"7' 4"" x 68"" (223.6 x 172.2 cm)",Purchase,9.1960,Painting,Painting & Sculpture,1960-02-10,Y,78403,,,,223.6,,,172.2,,"American, 1923–2015",American,male,1923.0,2015.0,38503.92,0.7701252236135957,Y,1959,Portrait
88,Number 1,Max Schnitzler,5254.0,1955,Oil on canvas,"65 7/8 x 50"" (167.3 x 126.8 cm)",Given anonymously,9.1961,Painting,Painting & Sculpture,1961-01-10,Y,78404,,,,167.3,,,126.8,,"American, born Poland. 1903–1999",American,male,1903.0,1999.0,21213.64,0.7579199043634189,Y,1955,Portrait
89,Trouble in Frisco,Fletcher Martin,3790.0,1938,Oil on canvas,"30 x 36"" (76.2 x 91.4 cm)",Abby Aldrich Rockefeller Fund,10.1939,Painting,Painting & Sculpture,1939-01-06,Y,78406,,,,76.2,,,91.4,,"American, 1904–1979",American,male,1904.0,1979.0,6964.68,1.1994750656167978,Y,1938,Landscape
90,Ouro Preto: St. John's Eve,Alberto da Veiga Guignard,2401.0,1942,Oil on plywood,"31 1/2 x 23 5/8"" (80 x 60 cm)",Commissioned through the Inter-American Fund,10.1943,Painting,Painting & Sculpture,1943-02-18,Y,78407,,,,80.0,,,60.0,,"Brazilian, 1895–1962",Brazilian,male,1895.0,1962.0,4800.0,0.75,Y,1942,Portrait
91,The Vision,Theora Hamblett,2476.0,1954,Oil on board,"17 7/8 x 48"" (45.4 x 121.9 cm)",Gift of Albert Dorne,10.1955.a-b,Painting,Painting & Sculpture,1955-04-06,Y,78409,,,,45.4,,,121.9,,"American, 1895–1977",American,female,1895.0,1977.0,5534.26,2.685022026431718,Y,1954,Landscape
92,The Park,Gustav Klimt,3147.0,1910 or earlier,Oil on canvas,"43 1/2 x 43 1/2"" (110.4 x 110.4 cm)",Gertrud A. Mellon Fund,10.1957,Painting,Painting & Sculpture,1957-02-27,Y,78411,,,,110.4,,,110.4,,"Austrian, 1862–1918",Austrian,male,1862.0,1918.0,12188.160000000002,1.0,Y,1910,Square
93,White Numbers,Jasper Johns,2923.0,"July 29, 1957",Encaustic on canvas,"34 x 28 1/8"" (86.5 x 71.3 cm)",Elizabeth Bliss Parkinson Fund,10.1958,Painting,Painting & Sculpture,1958-02-19,Y,78412,,,,86.5,,,71.3,,"American, born 1930",American,male,1930.0,0.0,6167.45,0.8242774566473988,N,1957,Portrait
94,Seamstress,Raphael Soyer,5549.0,1956-60,Oil on canvas,"30 x 24 1/8"" (76.2 x 61.2 cm)",Gift of Mr. and Mrs. Sidney Elliott Cohn,10.1961,Painting,Painting & Sculpture,1961-01-10,Y,78414,,,,76.2,,,61.2,,"American, born Russia.1899–1987",American,male,1899.0,1987.0,4663.4400000000005,0.8031496062992126,Y,1956,Portrait
95,Still Life I,Joan Miró,4016.0,"Montroig and Paris, July 1922-spring 1923",Oil on canvas,"14 7/8 x 18 1/8"" (37.8 x 46 cm)",Purchase,11.1939,Painting,Painting & Sculpture,1939-01-06,Y,78417,,,,37.8,,,46.0,,"Spanish, 1893–1983",Spanish,male,1893.0,1983.0,1738.8,1.216931216931217,Y,1922,Landscape
96,River Bathers,Grace Hartigan,2520.0,1953,Oil on canvas,"69 3/8"" x 7' 4 3/4"" (176.2 x 225.5 cm)",Given anonymously,11.1954,Painting,Painting & Sculpture,1954-04-06,Y,78419,,,,176.2,,,225.5,,"American, 1922–2008",American,female,1922.0,2008.0,39733.1,1.279795686719637,Y,1953,Landscape
97,Exit the Ballets Russes,Fernand Léger,6624.0,1914,Oil on canvas,"53 3/4 x 39 1/2"" (136.5 x 100.3 cm)",Gift of Mr. and Mrs. Peter A. Rübel (partly by exchange),11.1958,Painting,Painting & Sculpture,1958-02-19,Y,78420,,,,136.5,,,100.3,,"French, 1881–1955",French,male,1881.0,1955.0,13690.949999999999,0.7347985347985347,Y,1914,Portrait
98,Still Life II,Joan Miró,4016.0,"Montroig and Paris, July 1922- spring 1923",Oil on canvas,"15 x 18"" (38.1 x 45.7 cm)",Purchase,12.1939,Painting,Painting & Sculpture,1939-01-06,Y,78421,,,,38.1,,,45.7,,"Spanish, 1893–1983",Spanish,male,1893.0,1983.0,1741.17,1.1994750656167978,Y,1922,Landscape
99,Napoleon in the Wilderness,Max Ernst,1752.0,1941,Oil on canvas,"18 1/4 x 15"" (46.3 x 38.1 cm)",Purchase and exchange,12.1942,Painting,Painting & Sculpture,1942-01-27,Y,78423,,,,46.3,,,38.1,,"French and American, born Germany. 1891–1976",French,male,1891.0,1976.0,1764.03,0.8228941684665227,Y,1941,Portrait
100,The Farm,Rafael Moreno,4086.0,1943,Oil on canvas,"39"" x 6' 6 1/8"" (99.1 x 198.4 cm)",Inter-American Fund,12.1944,Painting,Painting & Sculpture,1944-03-14,Y,78424,,,,99.1,,,198.4,,"Cuban, born Spain. 1887–1955",Cuban,male,1887.0,1955.0,19661.44,2.0020181634712415,Y,1943,Landscape
101,Tower and Tank,Herman Rose,5019.0,1947,Oil on canvas,"15 x 13"" (38.1 x 33 cm)",Purchase,12.1949,Painting,Painting & Sculpture,1949-02-03,Y,78425,,,,38.1,,,33.0,,"American, 1909–2007",American,male,1909.0,2007.0,1257.3,0.8661417322834646,Y,1947,Portrait
102,"Street, Dresden",Ernst Ludwig Kirchner,3115.0,1908 (reworked 1919; dated on painting 1907),Oil on canvas,"59 1/4"" x 6' 6 7/8"" (150.5 x 200.4 cm)",Purchase,12.1951,Painting,Painting & Sculpture,1951-01-30,Y,78426,,,,150.5,,,200.4,,"German, 1880–1938",German,male,1880.0,1938.0,30160.2,1.33156146179402,Y,1908,Landscape
103,Pierrot,Pablo Picasso,4609.0,"Paris, 1918",Oil on canvas,"36 1/2 x 28 3/4"" (92.7 x 73 cm)",Sam A. Lewisohn Bequest,12.1952,Painting,Painting & Sculpture,1952-01-22,Y,78427,,,,92.7,,,73.0,,"Spanish, 1881–1973",Spanish,male,1881.0,1973.0,6767.1,0.7874865156418555,Y,1918,Portrait
104,Woman with a Daffodil,Lucian Freud,1993.0,summer 1945,Oil on board on canvas,"9 3/8 x 5 5/8"" (23.8 x 14.3 cm)",Purchase,12.1953,Painting,Painting & Sculpture,1953-01-30,Y,78428,,,,23.8,,,14.3,,"British, born Germany. 1922–2011",British,male,1922.0,2011.0,340.34000000000003,0.6008403361344538,Y,1945,Portrait
105,Rest in Air,James McGarrell,3884.0,1958,Oil on board,"47 7/8 x 59 5/8"" (121.5 x 151.4 cm)",Larry Aldrich Foundation Fund,12.1960,Painting,Painting & Sculpture,1960-02-10,Y,78429,,,,121.5,,,151.4,,"American, born 1930",American,male,1930.0,0.0,18395.100000000002,1.246090534979424,Y,1958,Landscape
106,Reclining Nude,Amedeo Modigliani,4038.0,c. 1919,Oil on canvas,"28 1/2 x 45 7/8"" (72.4 x 116.5 cm)",Mrs. Simon Guggenheim Fund,13.1950,Painting,Painting & Sculpture,1950-01-06,Y,78432,,,,72.4,,,116.5,,"Italian, 1884–1920",Italian,male,1884.0,1920.0,8434.6,1.6091160220994474,Y,1919,Landscape
107,Night Fishing at Antibes,Pablo Picasso,4609.0,"Antibes, August 1939",Oil on canvas,"6' 9"" x 11' 4"" (205.8 x 345.4 cm)",Mrs. Simon Guggenheim Fund,13.1952,Painting,Painting & Sculpture,1952-01-22,Y,78433,,,,205.8,,,345.4,,"Spanish, 1881–1973",Spanish,male,1881.0,1973.0,71083.31999999999,1.6783284742468414,Y,1939,Landscape
108,Vocal Fabric of the Singer Rosa Silber,Paul Klee,3130.0,1922,"Watercolor and ink on plastered fabric mounted on board, with watercolor and ink borders","24 1/2 x 20 1/2"" (62.3 x 52.1 cm)",Gift of Mr. and Mrs. Stanley Resor,13.1955,Painting,Painting & Sculpture,1955-04-06,Y,78434,,,,62.3,,,52.1,,"German, born Switzerland. 1879–1940",German,male,1879.0,1940.0,3245.83,0.8362760834670948,N,1922,Portrait
109,Gray Relief on Black,Antoni Tàpies,5809.0,1959,Latex paint with marble dust on canvas,"6' 4 5/8"" x 67"" (194.6 x 170 cm)",Gift of G. David Thompson,13.1961,Painting,Painting & Sculpture,1961-01-10,Y,78435,,,,194.6,,,170.0,,"Spanish, 1923–2012",Spanish,male,1923.0,2012.0,33082.0,0.8735868448098664,N,1959,Portrait
110,Untitled,Francis Alÿs,8383.0,1994,"Oil on canvas and synthetic polymer paint on sheet metal, three panels","Small panel by Francis Alÿs 12 1/2 x 10"" (31.8 x 25.4 cm), medium panel by Emilio Rivera 36 x 28 1/8"" (91.4 x 71.4 cm), large panel by Juan Garcia 47 1/4 x 36"" (120 x 91.4 cm).",Gift of Eileen and Peter Norton,14.2000.a-c,Painting,Painting & Sculpture,1999-10-21,Y,78436,,,,120.0152,,,188.2779,,"Belgian, born 1959",Belgian,male,1959.0,0.0,22596.209824079997,1.568783787386931,Y,1994,Landscape
111,Apples in the Hay,Walt Kuhn,3288.0,1932,Oil on canvas,"30 x 40"" (76.2 x 101.6 cm)",Given anonymously (by exchange),14.1936,Painting,Painting & Sculpture,1936-01-15,Y,78438,,,,76.2,,,101.6,,"American, 1877–1949",American,male,1877.0,1949.0,7741.92,1.3333333333333333,Y,1932,Landscape
112,Composition in Oval with Color Planes 1,Piet Mondrian,4057.0,1914,Oil on canvas,"42 3/8 x 31"" (107.6 x 78.8 cm)",Purchase,14.1950,Painting,Painting & Sculpture,1950-01-06,Y,78441,,,,107.6,,,78.8,,"Dutch, 1872–1944",Dutch,male,1872.0,1944.0,8478.88,0.7323420074349443,Y,1914,Portrait
113,Port of Hamburg,Oskar Kokoschka,3197.0,1951,Oil on canvas,"35 3/4 x 47 1/2"" (90.8 x 120.5 cm)",Rose Gershwin Fund,14.1956,Painting,Painting & Sculpture,1956-03-19,Y,78442,,,,90.8,,,120.5,,"Austrian, 1886–1980",Austrian,male,1886.0,1980.0,10941.4,1.327092511013216,Y,1951,Landscape
114,Spook Tree,Armando Morales Sequeira,4078.0,1956,Oil on canvas,"51 1/4 x 22 5/8"" (130 x 57.9 cm)",Inter-American Fund,14.1957,Painting,Painting & Sculpture,1956-02-27,Y,78443,,,,130.0,,,57.9,,"Nicaraguan, 1927–2011",Nicaraguan,male,1927.0,2011.0,7527.0,0.4453846153846154,Y,1956,Portrait
115,Painterly Architectonic,Liubov Popova,4694.0,1917,Oil on canvas,"31 1/2 x 38 5/8"" (80 x 98 cm)",Philip Johnson Fund,14.1958,Painting,Painting & Sculpture,1958-02-19,Y,78444,,,,80.0,,,98.0,,"Russian, 1889–1924",Russian,female,1889.0,1924.0,7840.0,1.225,Y,1917,Landscape
116,Threatened Game,Ger Lataster,3403.0,1956,Oil on board,"48 x 68"" (121.9 x 172.7 cm)",Gift of G. David Thompson,14.1959,Painting,Painting & Sculpture,1959-03-02,Y,78445,,,,121.9,,,172.7,,"Dutch, 1920–2012",Dutch,male,1920.0,2012.0,21052.13,1.4167350287120588,Y,1956,Landscape
117,Jake at the New Viet Huong,Elizabeth Peyton,8042.0,1995,Oil on masonite,"16 x 12"" (40.6 x 30.5 cm)",Gift of the Peter Norton Family Foundation,15.2000,Painting,Painting & Sculpture,2000-01-01,Y,78446,,,,40.6,,,30.5,,"American, born 1965",American,female,1965.0,0.0,1238.3,0.7512315270935961,Y,1995,Portrait
118,The Artist's Mother,Alberto Giacometti,2141.0,1950,Oil on canvas,"35 3/8 x 24"" (89.9 x 61 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),15.1953,Painting,Painting & Sculpture,1953-01-30,Y,78448,,,,89.9,,,61.0,,"Swiss, 1901–1966",Swiss,male,1901.0,1966.0,5483.900000000001,0.67853170189099,Y,1950,Portrait
119,"Personage, with Yellow Ochre and White",Robert Motherwell,4126.0,1947,Oil on canvas,"6' x 54"" (182.8 x 137 cm)",Gift of Mr. and Mrs. Samuel M. Kootz,15.1957,Painting,Painting & Sculpture,1957-02-27,Y,78450,,,,182.8,,,137.0,,"American, 1915–1991",American,male,1915.0,1991.0,25043.600000000002,0.74945295404814,Y,1947,Portrait
120,Ondho,Victor Vasarely,6109.0,1956-60,Oil on canvas,"7' 2 5/8"" x 71"" (220 x 180.4 cm)",Gift of G. David Thompson,15.1961,Painting,Painting & Sculpture,1961-01-10,Y,78452,,,,220.0,,,180.4,,"French, born Hungary 1908–1997",French,male,1908.0,1997.0,39688.0,0.8200000000000001,Y,1956,Portrait
121,Pines and Rocks (Fontainebleau?),Paul Cézanne,1053.0,c. 1897,Oil on canvas,"32 x 25 3/4"" (81.3 x 65.4 cm)",Lillie P. Bliss Collection,16.1934,Painting,Painting & Sculpture,1934-09-23,Y,78454,,,,81.3,,,65.4,,"French, 1839–1906",French,male,1839.0,1906.0,5317.02,0.8044280442804429,Y,1897,Portrait
122,Christina's World,Andrew Wyeth,6464.0,1948,Tempera on panel,"32 1/4 x 47 3/4"" (81.9 x 121.3 cm)",Purchase,16.1949,Painting,Painting & Sculpture,1949-02-03,Y,78455,,,,81.9,,,121.3,,"American, 1917–2009",American,male,1917.0,2009.0,9934.470000000001,1.481074481074481,N,1948,Landscape
123,"The Empire of Light, II",René Magritte,3692.0,1950,Oil on canvas,"31 x 39"" (78.8 x 99.1 cm)",Gift of D. and J. de Menil,16.1951,Painting,Painting & Sculpture,1951-01-30,Y,78456,,,,78.8,,,99.1,,"Belgian, 1898–1967",Belgian,male,1898.0,1967.0,7809.079999999999,1.2576142131979695,Y,1950,Landscape
124,The Spherical Roof Around our Tribe (Revolvers),Roberto Matta,3842.0,1952,Tempera on canvas,"6' 6 5/8"" x 9' 7 7/8"" (199.7 x 294.5 cm)",Gift of D. and J. de Menil,16.1954,Painting,Painting & Sculpture,1954-04-06,Y,78458,,,,199.7,,,294.5,,"Chilean, 1911–2002",Chilean,male,1911.0,2002.0,58811.649999999994,1.4747120681021533,N,1952,Landscape
125,Lady in a Park,August Macke,3670.0,July 1914,Oil on canvas,"38 1/2 x 23 1/4"" (97.8 x 58.9 cm)",Gift of the Henry Pearlman Foundation,16.1956,Painting,Painting & Sculpture,1956-03-19,Y,78459,,,,97.8,,,58.9,,"German, 1887–1914",German,male,1887.0,1914.0,5760.42,0.6022494887525562,Y,1914,Portrait
126,"Faust, I",Jan Müller,4150.0,1956,Oil on canvas,"68 1/8"" x 10' (173 x 304.7 cm)",Purchase,16.1957,Painting,Painting & Sculpture,1957-02-27,Y,78460,,,,173.0,,,304.7,,"American, born Germany. 1922–1958",American,male,1922.0,1958.0,52713.1,1.761271676300578,Y,1956,Landscape
127,Bather,Henri Matisse,3832.0,"Cavalière, summer 1909",Oil on canvas,"36 1/2 x 29 1/8"" (92.7 x 74 cm)",Gift of Abby Aldrich Rockefeller,17.1936,Painting,Painting & Sculpture,1936-01-14,Y,78464,,,,92.7,,,74.0,,"French, 1869–1954",French,male,1869.0,1954.0,6859.8,0.7982740021574973,Y,1909,Portrait
128,Workers and Paintings,Honoré Sharrer,5374.0,1943,Oil on board,"11 5/8 x 37"" (29.5 x 94 cm)",Gift of Lincoln Kirstein,17.1944,Painting,Painting & Sculpture,1944-03-14,Y,78465,,,,29.5,,,94.0,,"American, 1920–2009",American,female,1920.0,2009.0,2773.0,3.1864406779661016,Y,1943,Landscape
129,Dragon Fruit,Roberto Ossaye,4440.0,1953,Oil on canvas,"12 7/8 x 18 3/4"" (32.7 x 47.5 cm)","Given in memory of the artist by Mrs. Roberto Ossaye and her daughter, Maria del Carmen Ossaye",17.1957,Painting,Painting & Sculpture,1957-02-27,Y,78466,,,,32.7,,,47.5,,"Guatemalan, 1927–1954",Guatemalan,male,1927.0,1954.0,1553.2500000000002,1.4525993883792048,Y,1953,Landscape
130,Constanza,George McNeil,3894.0,1958,Oil on board,"47 7/8 x 47 7/8"" (121.6 x 121.6 cm)",Larry Aldrich Foundation Fund,17.1959,Painting,Painting & Sculpture,1959-03-02,Y,78467,,,,121.6,,,121.6,,"American, 1908–1995",American,male,1908.0,1995.0,14786.56,1.0,Y,1958,Square
131,"Still Life with Ginger Jar, Sugar Bowl, and Oranges",Paul Cézanne,1053.0,1902-06,Oil on canvas,"23 7/8 x 28 7/8"" (60.6 x 73.3 cm)",Lillie P. Bliss Collection,18.1934,Painting,Painting & Sculpture,1934-09-23,Y,78469,,,,60.6,,,73.3,,"French, 1839–1906",French,male,1839.0,1906.0,4441.98,1.2095709570957094,Y,1902,Landscape
132,The Geranium,Max Weber,6275.0,1911,Oil on canvas,"39 7/8 x 32 1/4"" (101.3 x 81.9 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),18.1944,Painting,Painting & Sculpture,1944-03-14,Y,78470,,,,101.3,,,81.9,,"American, born Russia. 1881–1961",American,male,1881.0,1961.0,8296.470000000001,0.8084896347482725,Y,1911,Portrait
133,Still Life -- Glove and Newspaper,Joan Miró,4016.0,"Paris, February-March 1921",Oil on canvas,"46 x 35 1/4"" (116.8 x 89.5 cm)",Gift of Armand G. Erpf,18.1955,Painting,Painting & Sculpture,1955-04-06,Y,78471,,,,116.8,,,89.5,,"Spanish, 1893–1983",Spanish,male,1893.0,1983.0,10453.6,0.7662671232876712,Y,1921,Portrait
134,Z II,László Moholy-Nagy,4048.0,1925,Oil on canvas,"37 5/8 x 29 5/8"" (95.4 x 75.1 cm)",Gift of Mrs. Sibyl Moholy-Nagy,18.1956,Painting,Painting & Sculpture,1956-03-19,Y,78472,,,,95.4,,,75.1,,"American, born Hungary. 1895–1946",American,male,1895.0,1946.0,7164.54,0.7872117400419286,Y,1925,Portrait
135,Mother and Child,Abraham Rattner,4821.0,1938,Oil on canvas,"28 3/4 x 39 3/8"" (73 x 100 cm)",Given anonymously,19.1940,Painting,Painting & Sculpture,1940-04-05,Y,78474,,,,73.0,,,100.0,,"American, 1893–1978",American,male,1893.0,1978.0,7300.0,1.36986301369863,Y,1938,Landscape
136,Fugue,John Tunnard,5969.0,1938,Oil and tempera on gessoed board,"24 x 34 1/8"" (61 x 86.7 cm)",Acquired through the Lillie P. Bliss Bequest (by exchange),19.1943,Painting,Painting & Sculpture,1943-02-18,Y,78475,,,,61.0,,,86.7,,"British, 1900–1971",British,male,1900.0,1971.0,5288.7,1.4213114754098362,Y,1938,Landscape
137,The Two Musicians,Max Weber,6275.0,1917,Oil on canvas,"40 1/8 x 30 1/8"" (101.9 x 76.5 cm)",Acquired through the Richard D. Brixey Bequest,19.1944,Painting,Painting & Sculpture,1944-03-14,Y,78476,,,,101.9,,,76.5,,"American, born Russia. 1881–1961",American,male,1881.0,1961.0,7795.35,0.7507360157016683,Y,1917,Portrait
138,Cwn Tryfan Rock,John Piper,4633.0,1950,Oil on canvas,"25 1/8 x 30"" (63.8 x 76.2 cm)",Purchase,19.1951,Painting,Painting & Sculpture,1951-01-30,Y,78477,,,,63.8,,,76.2,,"British, 1903–1992",British,male,1903.0,1992.0,4861.56,1.19435736677116,Y,1950,Landscape
139,Two Russians,Emil Nolde,4327.0,1915,Oil on canvas,"29 x 35 1/2"" (73.4 x 90 cm)",Matthew T. Mellon Foundation Fund,19.1954,Painting,Painting & Sculpture,1954-04-06,Y,78478,,,,73.4,,,90.0,,"German, 1867–1956",German,male,1867.0,1956.0,6606.000000000001,1.2261580381471389,Y,1915,Landscape
140,Landscape with Yellow Nudes,Otto Mueller,4140.0,c. 1919,Oil on burlap,"27 5/8 x 35 3/4"" (70.2 x 90.8 cm)",Gift of Samuel A. Berger,19.1955,Painting,Painting & Sculpture,1955-04-06,Y,78479,,,,70.2,,,90.8,,"German, 1874–1930",German,male,1874.0,1930.0,6374.16,1.2934472934472934,Y,1919,Landscape
141,A Good Circular God,Jeanne Reynal,4884.0,1948-50,Mixed media,"37 x 24 3/8 x 1"" (94 x 61.9 x 2.5 cm)",Katharine Cornell Fund,20.1951,Painting,Painting & Sculpture,1951-01-30,Y,78482,,2.5,,94.0,,,61.9,,"American, 1903–1983",American,female,1903.0,1983.0,5818.599999999999,0.6585106382978724,N,1948,Portrait
