Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate,Area (cm^2),Aspect,OilPainting,YearCreated,AspectString
2104,Untitled,Tauba Auerbach,39961.0,2012,Synthetic polymer paint on canvas,"60 x 45"" (152.4 x 114.3 cm)",Committee on Painting and Sculpture Funds,1175.2012,Painting,Painting & Sculpture,2012-09-28,Y,163841,,0.0,,152.4003048006,,,114.30022860049999,,"American, born 1981",American,female,1981.0,0.0,17419.389677494455,0.7500000000003281,N,2012,Portrait
2105,"March 15, 1994",Michel Parmentier,31672.0,1994,"Oil on paper, four parts","Each 119 3/4 x 30 3/8"" (304 x 77 cm), overall 119 3/4 x 121 1/4"" (304 x 308 cm)",Gift of Herman J. Daled,1185.2012.a-d,Painting,Painting & Sculpture,2012-09-28,Y,163844,,0.0,,304.0,,,77.0,,"French, 1938–2000",French,male,1938.0,2000.0,23408.0,0.2532894736842105,Y,1994,Portrait
2106,Canyon,Robert Rauschenberg,4823.0,1959,"Oil, pencil, paper, metal, photograph, fabric, wood, canvas, buttons, mirror, taxidermied eagle, cardboard, pillow, paint tube and other materials","81 3/4 x 70 x 24"" (207.6 x 177.8 x 61 cm)",Gift of the family of Ileana Sonnabend,1782.2012,Painting,Painting & Sculpture,2012-11-27,Y,165011,,60.9601219202,,207.64541529080003,,,177.8003556007,,"American, 1925–2008",American,male,1925.0,2008.0,36919.42867755927,0.856269113149919,Y,1959,Portrait
2107,The Picture of Dorian Gray,Allen Ruppersberg,5084.0,1974,"Marker on canvas, 20 parts","Each panel 72 x 72"" (182.9 x 182.9 cm)","Partial gift of Stuart and Judy Spence and purchased with funds provided by Edward Joseph Gallagher 3rd Memorial Fund and Mr. and Mrs. Thomas Robins, Jr. (both by exchange)",1786.2012.a-t,Painting,Painting & Sculpture,2012-12-11,Y,165595,,,,182.8803657607,,,182.8803657607,,"American, born 1944",American,male,1944.0,0.0,33445.22818076741,1.0,N,1974,Square
2108,Coney Island II,Mary Weatherford,28461.0,2012,Synthetic polymer paint on linen with neon lights and transformer,"103 x 83"" (261.6 x 210.8 cm)",Fund for the Twenty-First Century,61.2013.a-e,Painting,Painting & Sculpture,2013-02-06,Y,165800,,0.0,,261.620523241,,,210.82042164080002,,"American, born 1963",American,female,1963.0,0.0,55154.94901955434,0.8058252427184244,N,2012,Portrait
2109,Spanish Head Composition,George Condo,1210.0,1988,"Oil and collage on paper, mounted on canvas","118 x 98"" (299.7 x 248.9 cm)",Given anonymously,537.2013,Painting,Painting & Sculpture,2013-05-20,Y,165883,,0.0,,299.72059944119997,,,248.92049784099999,,"American, born 1957",American,male,1957.0,0.0,74606.60082610644,0.8305084745762825,Y,1988,Portrait
2110,House of Flowers (see you there),Peter Doig,8087.0,2007-09,Oil on canvas,"118 x 78 3/4"" (299.7 x 200 cm)",Gift of Steven and Alexandra Cohen,1799.2012,Painting,Painting & Sculpture,2013-02-06,Y,165901,,0.0,,299.72059944119997,,,200.02540005080002,,"British, born 1959",British,male,1959.0,0.0,59951.73280669161,0.6673728813559295,Y,2007,Portrait
2111,"""Keep for Old Memiors""",Betye Saar,5102.0,1976,"Pencil on paper, printed papers, and printed fabric sewn and pasted on fabric with lace, leaves, and feathers, mounted on painted frame with gloves","15 1/2 x 13"" (39.4 x 33 cm)",Gift of Jo Carole and Ronald S. Lauder,57.2013,Painting,Painting & Sculpture,2013-02-06,Y,166436,,0.0,,39.3700787402,,,33.020066040100005,,"American, born 1926",American,female,1926.0,0.0,1300.0026000053413,0.8387096774176344,N,1976,Portrait
2112,The Invitation,Betye Saar,5102.0,1991,"Photomechanical reproductions pasted on fabric mounted on paper, with fan, tin ex-voto heart, feather, and wood hearts, in hinged wood shadow box","14 x 11"" (35.6 x 27.9 cm)",Gift of Jo Carole and Ronald S. Lauder,58.2013,Painting,Painting & Sculpture,2013-02-06,Y,166437,,0.0,,35.560071120100005,,,27.9400558801,,"American, born 1926",American,female,1926.0,0.0,993.5503741959244,0.7857142857148882,N,1991,Portrait
2113,Medea's Hypostases II,Geta Brătescu,43150.0,1980,Drawing with sewing machine on textile,"35 7/16 x 23 5/8"" (90 x 60 cm)",The Modern Women's Fund,536.2013.1,Painting,Painting & Sculpture,2013-05-20,Y,167211,,0.0,,90.0,,,60.0,,"Romanian, 1926–2018",Romanian,female,1926.0,2018.0,5400.0,0.6666666666666666,N,1980,Portrait
2114,Medea's Hypostases III,Geta Brătescu,43150.0,1980,Drawing with sewing machine on textile,"35 7/16 x 23 5/8"" (90 x 60 cm)",The Modern Women's Fund,536.2013.2,Painting,Painting & Sculpture,2013-05-20,Y,167212,,0.0,,90.0,,,60.0,,"Romanian, 1926–2018",Romanian,female,1926.0,2018.0,5400.0,0.6666666666666666,N,1980,Portrait
2115,Medea's Hypostases IV,Geta Brătescu,43150.0,1980,Drawing with sewing machine on textile,"35 7/16 x 23 5/8"" (90 x 60 cm)",The Modern Women's Fund,536.2013.3,Painting,Painting & Sculpture,2013-05-20,Y,167213,,0.0,,90.0,,,60.0,,"Romanian, 1926–2018",Romanian,female,1926.0,2018.0,5400.0,0.6666666666666666,N,1980,Portrait
2116,Yellowgreen,Matt Connors,36363.0,2011,"Synthetic polymer paint and pencil on canvas, two panels","Each panel 48 x 36"" (121.9 x 91.4 cm), overall dimensions variable",Fund for the Twenty-First Century,538.2013.a-b,Painting,Painting & Sculpture,2013-05-20,Y,168067,,0.0,,121.92024384049999,,,91.44018288040002,,"American, born 1973",American,male,1973.0,0.0,11148.409393598284,0.7500000000002053,N,2011,Portrait
2117,Inside Between,Paulo Monteiro,43339.0,2012,Oil on canvas,"78 3/4 x 98 7/16"" (200 x 250 cm)",Latin American and Caribbean Fund,10.2014,Painting,Painting & Sculpture,2014-02-04,Y,168072,,0.0,,200.0,,,250.0,,"Brazilian, born 1961",Brazilian,male,1961.0,0.0,50000.0,1.25,Y,2012,Landscape
2118,Yellow Piece,Ellsworth Kelly,3048.0,1966,Synthetic polymer paint on canvas,"75 x 75"" (190.5 x 190.5 cm)",Gift of the artist and The Riklis Collection of McCrory Corporation (both by exchange),544.2013,Painting,Painting & Sculpture,2013-05-20,Y,169715,,0.0,,190.50038100080002,,,190.50038100080002,,"American, 1923–2015",American,male,1923.0,2015.0,36290.39516144997,1.0,N,1966,Square
2119,Meander No. 5,Julije Knifer,30437.0,1960,Oil on canvas,"26 x 34 5/8"" (66 x 88 cm)",Gift of Mr. and Mrs. Walter Hochschild and The Gilman Foundation Fund (both by exchange),737.2013,Painting,Painting & Sculpture,2013-10-07,Y,173188,,0.0,,66.0,,,88.0,,"Yugoslav, 1924–2004",Yugoslav,male,1924.0,2004.0,5808.0,1.3333333333333333,Y,1960,Landscape
2120,Untitled,Al Loving,44323.0,c. 1975,Dyed canvas,"94 x 84"" (238.8 x 213.4 cm)",Gift of Mr. and Mrs. Richard Rodgers and A. Conger Goodyear (both by exchange),738.2013,Painting,Painting & Sculpture,2013-10-07,Y,173199,,0.0,,238.76047752099998,,,213.3604267209,,"American, 1935–2005",American,male,1935.0,2005.0,50942.037367966404,0.8936170212766225,N,1975,Portrait
2121,"Perspective Correction, My Studio I, 2: Square with 2 Diagonals on Wall",Jan Dibbets,1533.0,1969,Gelatin silver emulsion on canvas,"45 7/16 x 45 9/16"" (115.5 x 115.8 cm)",Gift of an anonymous donor,736.2013,Painting,Painting & Sculpture,2013-10-07,Y,173247,,0.0,,115.41148082299999,,,115.8,,"Dutch, born 1941",Dutch,male,1941.0,0.0,13364.649479303398,1.003366382393064,N,1969,Landscape
2122,Untitled,Laura Owens,22715.0,2013,"Acrylic, Flashe, and oil stick on canvas","137 3/8 x 119 7/8"" (348.9 x 304.5 cm)",Enid A. Haupt Fund,739.2013,Painting,Painting & Sculpture,2013-10-07,Y,173340,,0.0,,348.9331978664,,,304.4831089662,,"American, born 1970",American,female,1970.0,0.0,106244.2649078797,0.8726114649680908,Y,2013,Portrait
2123,Untitled,Joe Bradley,40534.0,2013,Oil on canvas,"120 1/4 x 123"" (305.4 x 312.4 cm)",Gift of an anonymous donor,735.2013,Painting,Painting & Sculpture,2013-10-07,Y,173463,,0.0,,305.43561087119997,,,312.4206248412,,"American, born 1975",American,male,1975.0,0.0,95424.38439713391,1.022869022868933,Y,2013,Landscape
2124,Abelmuth,Joe Bradley,40534.0,2008,Grease pencil on canvas,"40 x 60"" (101.6 x 152.4 cm)",Gift of Adam Kimmel,734.2013,Painting,Painting & Sculpture,2013-10-07,Y,173554,,0.0,,101.6002032004,,,152.4003048006,,"American, born 1975",American,male,1975.0,0.0,15483.901935543856,1.5,N,2008,Landscape
2125,Dead,Gerhard Richter,4907.0,1963,Oil on canvas,"39 3/4 x 59 1/2"" (101 x 151.1 cm)",The Sidney and Harriet Janis Collection (by exchange),741.2013,Painting,Painting & Sculpture,2013-10-07,Y,173763,,0.0,,100.96520193040001,,,151.1303022606,,"German, born 1932",German,male,1932.0,0.0,15258.901485543867,1.4968553459119618,Y,1963,Landscape
2126,"April 2, 2013 - April 11, 2013",Ryan Sullivan,44638.0,2013,"Latex, synthetic polymer paint, enamel, and lacquer on canvas","84 x 72"" (213.4 x 182.9 cm)",Fund for the Twenty-First Century,1204.2013,Painting,Painting & Sculpture,2013-12-09,Y,174295,,0.0,,213.3604267209,,,182.8803657607,,"American, born 1983",American,male,1983.0,0.0,39019.432877577216,0.8571428571425224,N,2013,Portrait
2127,Untitled,Josh Smith,33369.0,2013,Oil on panel,"60 x 48"" (152.4 x 121.9 cm)",Gift of Donald B. Marron,1203.2013,Painting,Painting & Sculpture,2013-12-09,Y,174937,,0.0,,152.4003048006,,,121.92024384049999,,"American, born 1976",American,male,1976.0,0.0,18580.682322655673,0.8000000000001312,Y,2013,Portrait
2128,Coral Krylon,Jeff Elrod,44700.0,2013,"Synthetic polymer paint, spray paint, and UV ink on canvas","90 x 68 1/8"" (228.6 x 173 cm)",Gift of Adam Kimmel,1193.2013,Painting,Painting & Sculpture,2013-12-09,Y,174940,,0.0,,228.6004572009,,,173.0378460757,,"American, born 1966",American,male,1966.0,0.0,39556.53072596398,0.7569444444445265,N,2013,Portrait
2129,Portrait of Howard Swanson,Beauford Delaney,40994.0,1967,Oil on canvas,"39 x 31 3/4"" (99.1 x 80.6 cm)",Committee on Painting and Sculpture Funds,1191.2013,Painting,Painting & Sculpture,2013-12-09,Y,175038,,0.0,,99.0601981204,,,80.6451612903,,"American, 1901–1979",American,male,1901.0,1979.0,7988.725654868731,0.8141025641023052,Y,1967,Portrait
2130,10/27/69,Sam Gilliam,2161.0,1969,Acrylic on canvas,"140 x 185 x 16"" (355.6 x 469.9 x 40.6 cm)",Sam A. Lewisohn Bequest (by exchange),3.2014,Painting,Painting & Sculpture,2014-02-04,Y,177634,,0.0,,355.6007112014,,,469.90093980190005,,"American, born 1933",American,male,1933.0,0.0,167097.1083877619,1.3214285714287122,N,1969,Landscape
2131,Untitled (Circus No. 1 Face 44.18),Mark Grotjahn,28098.0,2012,Oil on cardboard mounted on linen,"8' 5 1/2"" x 72 1/2"" (257.8 x 184.2 cm)",Gift of Donald B. Marron,1795.2015,Painting,Painting & Sculpture,2016-01-20,N,178713,,0.0,,257.810515621,,,184.1503683007,,"American, born 1968",American,male,1968.0,0.0,47475.901403400516,0.7142857142856589,Y,2012,Portrait
2132,Untitled (Circus No. 3 Face 44.20),Mark Grotjahn,28098.0,2013,Oil on cardboard mounted on linen,"8' 5 1/2"" x 72 1/2"" (257.8 x 184.2 cm)",Gift of Steven and Alexandra Cohen,1796.2015,Painting,Painting & Sculpture,2016-01-20,Y,178715,,0.0,,257.810515621,,,184.1503683007,,"American, born 1968",American,male,1968.0,0.0,47475.901403400516,0.7142857142856589,Y,2013,Portrait
2133,Hope Hill Road,Robert Gober,2199.0,1975,Oil on board,"16 x 18 3/4"" (40.6 x 47.6 cm)",Gift of the artist,1005.2015,Painting,Painting & Sculpture,2015-10-05,Y,178824,,0.0,,40.6400812802,,,47.625095250200005,,"American, born 1954",American,male,1954.0,0.0,1935.487741945395,1.1718749999991542,Y,1975,Landscape
2134,Wall Dog,Michael Williams,45391.0,2013,Ink and synthetic polymer paint on canvas,"97 1/4 x 78 1/8"" (247 x 198.4 cm)",Fund for the Twenty-First Century,1067.2014,Painting,Painting & Sculpture,2014-12-15,Y,179600,,0.0,,247.01549403099997,,,198.43789687580002,,"American, born 1978",American,male,1978.0,0.0,49017.235131248366,0.8033419023136114,N,2013,Portrait
2135,Beach Runner (Clara),Nicole Eisenman,19572.0,2014,Oil on canvas,"56 x 44"" (142.2 x 111.8 cm)",Acquired with support from The Modern Women's Fund,1003.2015,Painting,Painting & Sculpture,2015-10-05,Y,180114,,0.0,,142.2402844806,,,111.7602235204,,"American, born France. 1965",American,female,1965.0,0.0,15896.805987157139,0.7857142857137835,Y,2014,Portrait
2136,Untitled,Ed Clark,45801.0,2009,Acrylic on canvas,"81 x 64 1/2"" (205.7 x 163.8 cm)",Gift of Marlene Hess and James D. Zirin,248.2014,Painting,Painting & Sculpture,2014-05-12,Y,180390,,0.0,,205.74041148080002,,,163.8303276607,,"American, 1926–2019",American,male,1926.0,2019.0,33706.51902594671,0.7962962962966023,N,2009,Portrait
2137,"Black Star Press (rotated 90 degrees); Black Star, Star Press, Black Press",Kelley Walker,28847.0,2005,"White, milk and dark chocolate silkscreened on digital print on canvas, in three parts composed of two panels each","Each part 83 x 104"" (210.8 x 264.2 cm), overall 83 x 312"" (210.8 x 792.5 cm)","Committee on Painting and Sculpture Funds, and gift of Jerry I. Speyer and Katherine G. Farley",257.2014.a-f,Painting,Painting & Sculpture,2014-05-12,Y,180696,,0.0,,210.82042164080002,,,132.08026416049998,,"American, born 1969",American,male,1969.0,0.0,27845.21698074485,0.6265060240963797,N,2005,Portrait
2138,what looks good today may not look good tomorrow,Michel Majerus,29857.0,2000,Acrylic and pencil on canvas,"119 5/16 x 134 1/4"" (303.1 x 341 cm)",Gift of Mr. and Mrs. Werner E. Josten (by exchange),548.2014,Painting,Painting & Sculpture,2014-09-29,Y,180697,,0.0,,303.1072728812,,,341.0,,"German, born Luxembourg. 1967–2002",German,male,1967.0,2002.0,103359.5800524892,1.125014245810102,N,2000,Landscape
2139,Sciencia,Maria Lassnig,3402.0,1998,Oil on canvas,"78 3/4 x 59"" (200 x 149.9 cm)","Gift of The Ian Woodner Family Collection, bequest of Richard S. Zeisler, and gift of Thomas McCray (all by exchange)",251.2014,Painting,Painting & Sculpture,2014-05-12,Y,180916,,,,200.02540005080002,,,149.86029972059998,,"Austrian, 1919–2014",Austrian,female,1919.0,2014.0,29975.866403345804,0.7492063492063522,Y,1998,Portrait
2140,Exploitation of the Dead,Mladen Stilinović,45800.0,1984-90,"Acrylic and oil on wood, wood paneling, cardboard, board, paper, tape and other materials","Overall dimensions variable
",Committee on Painting and Sculpture Funds and gift of James Keith Brown and Eric Diefenbach and Jill and Peter Kraus,255.2014.1-20,Painting,Painting & Sculpture,2014-05-12,Y,181109,,,,,,,,,"Croatian, 1947–2016",Croatian,male,1947.0,2016.0,,,Y,1984,
2141,Memory: Past,Howardena Pindell,4625.0,1980-81,"Acrylic, dye, paper, thread, tempera, photographic transfer, glitter, and powder on canvas","126 x 84"" (320 x 213.4 cm)",Committee on Painting and Sculpture Funds and gift of The Friends of Education of The Museum of Modern Art,549.2014,Painting,Painting & Sculpture,2014-09-29,Y,184593,,0.0,,320.0406400813,,,213.3604267209,,"American, born 1943",American,female,1943.0,0.0,68284.00753577614,0.6666666666667708,N,1980,Portrait
2142,Flying Carpet with Magic Mirrors for a Distorted Nation,Lari Pittman,7616.0,2013,"Cel-vinyl, spray enamel on canvas over wood panel, in four parts","Each 108 x 90"" (274.3 x 228.6 cm), overall 108 x 360 1/8"" (274.3 x 914.7 cm)
","Gift of the Steven and Alexandra Cohen Foundation, The Broad Art Foundation, and Jill and Peter Kraus",550.2014.a-d,Painting,Painting & Sculpture,2014-09-29,Y,184718,,0.0,,274.3205486411,,,914.7193294386999,,"American, born 1952",American,male,1952.0,0.0,250926.30830424326,3.3344907407408573,N,2013,Landscape
2143,Trap #1,Denise Green,25599.0,1976,Synthetic polymer paint on canvas,"48 x 48"" (121.9 x 121.9 cm)","Gift of Francis X. Claps, MD",546.2014,Painting,Painting & Sculpture,2014-09-29,Y,184725,,0.0,,121.92024384049999,,,121.92024384049999,,"Australian, born 1946",Australian,female,1946.0,0.0,14864.545858126976,1.0,N,1976,Square
2144,Sheer Curtains,Luc Tuymans,7520.0,1991,Oil on canvas,"34 5/8 x 31 1/8"" (88 x 79 cm)",Gift of G. David Thompson and John Whyte (both by exchange),551.2014,Painting,Painting & Sculpture,2014-09-29,Y,185657,,0.0,,88.0,,,79.0,,"Belgian, born 1958",Belgian,male,1958.0,0.0,6952.0,0.8977272727272727,Y,1991,Portrait
2145,Tulips 4,Alex Katz,3016.0,2013,Oil on linen,"120 x 192"" (304.8 x 487.7 cm)",Gift of the Steven and Alexandra Cohen Foundation and Jo Carole and Ronald S. Lauder,547.2014,Painting,Painting & Sculpture,2014-09-29,Y,185740,,0.0,,304.8006096012,,,487.68097536199997,,"American, born 1927",American,male,1927.0,0.0,148645.4585812454,1.6000000000002623,Y,2013,Landscape
2146,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.1,Painting,Painting & Sculpture,1991-12-09,Y,186364,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2147,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.2,Painting,Painting & Sculpture,1991-12-09,Y,186365,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2148,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.3,Painting,Painting & Sculpture,1991-12-09,Y,186366,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2149,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.4,Painting,Painting & Sculpture,1991-12-09,Y,186367,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2150,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.5,Painting,Painting & Sculpture,1991-12-09,Y,186368,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2151,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.6,Painting,Painting & Sculpture,1991-12-09,Y,186369,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2152,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.7,Painting,Painting & Sculpture,1991-12-09,Y,186370,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2153,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.8,Painting,Painting & Sculpture,1991-12-09,Y,186371,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2154,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.9,Painting,Painting & Sculpture,1991-12-09,Y,186372,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2155,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.10,Painting,Painting & Sculpture,1991-12-09,Y,186373,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2156,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.11,Painting,Painting & Sculpture,1991-12-09,Y,186374,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2157,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.12,Painting,Painting & Sculpture,1991-12-09,Y,186375,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2158,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.13,Painting,Painting & Sculpture,1991-12-09,Y,186376,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2159,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.14,Painting,Painting & Sculpture,1991-12-09,Y,186377,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2160,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.15,Painting,Painting & Sculpture,1991-12-09,Y,186378,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2161,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.16,Painting,Painting & Sculpture,1991-12-09,Y,186379,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2162,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.17,Painting,Painting & Sculpture,1991-12-09,Y,186380,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2163,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.18,Painting,Painting & Sculpture,1991-12-09,Y,186381,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2164,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.19,Painting,Painting & Sculpture,1991-12-09,Y,186382,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2165,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.20,Painting,Painting & Sculpture,1991-12-09,Y,186383,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2166,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.21,Painting,Painting & Sculpture,1991-12-09,Y,186384,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2167,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.22,Painting,Painting & Sculpture,1991-12-09,Y,186385,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2168,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.23,Painting,Painting & Sculpture,1991-12-09,Y,186386,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2169,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.24,Painting,Painting & Sculpture,1991-12-09,Y,186387,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2170,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.25,Painting,Painting & Sculpture,1991-12-09,Y,186388,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2171,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.26,Painting,Painting & Sculpture,1991-12-09,Y,186389,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2172,I Got Up...,On Kawara,3030.0,1977,Ink and stamps on postcard,"Each (postcard, sight): 4 x 5 7/8"" (10.2 x 14.9cm)",Gift of Angela Westwater,366.1991.27,Painting,Painting & Sculpture,1991-12-09,Y,186390,,,,10.2,,,14.9,,"Japanese, 1933–2014",Japanese,male,1933.0,0.0,151.98,1.4607843137254903,N,1977,Landscape
2173,Untitled,Carlos Zilio,46725.0,1974,Synthetic polymer paint on canvas,"37 x 66 1/8"" (94 x 168 cm)",Latin American and Caribbean Fund,1071.2014,Painting,Painting & Sculpture,2014-12-15,Y,186465,,0.0,,94.0,,,168.0,,"Brazilian, born 1944",Brazilian,male,1944.0,0.0,15792.0,1.7872340425531914,N,1974,Landscape
